time_min,height_fraction,nmp_state,lock_fraction,stress_mpa,modulus_mpa
1.5,0.33606557,0.9448869,0.00073148007,1.7660453e-06,0.02059311
1.5,0.35245902,0.94324012,0.00075872378,1.8007235e-06,0.020626552
1.5,0.36885246,0.94150229,0.00078857402,1.8373434e-06,0.020663889
1.5,0.3852459,0.93967152,0.00082129096,1.8759822e-06,0.02070563
1.5,0.40163934,0.93774577,0.00085716974,1.9167322e-06,0.020752371
1.5,0.41803279,0.93572289,0.00089654577,1.9597036e-06,0.020804804
1.5,0.43442623,0.9336006,0.00093980086,2.0050277e-06,0.020863745
1.5,0.45081967,0.93137647,0.00098737064,2.0528618e-06,0.020930148
1.5,0.46721311,0.92904792,0.0010397532,2.1033942e-06,0.021005141
1.5,0.48360656,0.92661222,0.0010975192,2.1568511e-06,0.021090059
1.5,0.5,0.92406644,0.0011613246,2.2135053e-06,0.021186484
1.5,0.51639344,0.92140752,0.0012319247,2.2736859e-06,0.021296307
1.5,0.53278689,0.91863216,0.0013101923,2.3377925e-06,0.021421786
1.5,0.54918033,0.9157369,0.0013971383,2.4063113e-06,0.021565636
1.5,0.56557377,0.91271802,0.0014939376,2.479837e-06,0.021731132
1.5,0.58196721,0.90957159,0.0016019597,2.5590998e-06,0.021922246
1.5,0.59836066,0.90629343,0.0017228068,2.6450005e-06,0.022143811
1.5,0.6147541,0.90287906,0.0018583591,2.738657e-06,0.022401741
1.5,0.63114754,0.89932372,0.002010832,2.841463e-06,0.022703307
1.5,0.64754098,0.89562234,0.0021828449,2.9551669e-06,0.023057496
1.5,0.66393443,0.89176949,0.0023775081,3.0819751e-06,0.023475479
1.5,0.68032787,0.88775935,0.0025985291,3.2246901e-06,0.023971211
1.5,0.69672131,0.8835857,0.0028503475,3.3868964e-06,0.024562242
1.5,0.71311475,0.87924185,0.0031383025,3.5732115e-06,0.025270767
1.5,0.7295082,0.87472062,0.0034688466,3.7896299e-06,0.026125045
1.5,0.74590164,0.87001427,0.0038498157,4.0439979e-06,0.027161294
1.5,0.76229508,0.86511446,0.0042907746,4.3466752e-06,0.028426266
1.5,0.77868852,0.86001215,0.004803462,4.7114679e-06,0.02998075
1.5,0.79508197,0.85469756,0.0054023655,5.1569598e-06,0.031904402
1.5,0.81147541,0.84916006,0.0061054711,5.7084336e-06,0.034302449
1.5,0.82786885,0.84338808,0.0069352447,6.4006846e-06,0.037315072
1.5,0.8442623,0.83736897,0.0079199294,7.2822001e-06,0.041130686
1.5,0.86065574,0.83108888,0.0090952684,8.4214667e-06,0.046004883
1.5,0.87704918,0.82453261,0.010506812,9.9166576e-06,0.052287773
1.5,0.89344262,0.81768336,0.012213031,1.1910796e-05,0.060463816
1.5,0.90983607,0.81052257,0.014289539,1.4615991e-05,0.071210494
1.5,0.92622951,0.80302961,0.016834871,1.8353081e-05,0.085485674
1.5,0.94262295,0.79518146,0.019978432,2.3618142e-05,0.10465911
1.5,0.95901639,0.7869523,0.023891499,3.119726e-05,0.13071252
1.5,0.97540984,0.77831304,0.028802503,4.2370809e-05,0.16654702
1.5,0.99180328,0.76923072,0.035018301,5.9289653e-05,0.21646004
2,0.0081967213,0.93700308,0.00087142149,1.768151e-06,0.020771212
2,0.024590164,0.93692292,0.00087297393,1.7694572e-06,0.020773274
2,0.040983607,0.93676252,0.00087608843,1.7720715e-06,0.020777416
2,0.057377049,0.93652175,0.00088078431,1.7759979e-06,0.020783675
2,0.073770492,0.93620041,0.00088709084,1.7812423e-06,0.020792107
2,0.090163934,0.93579822,0.0008950476,1.7878129e-06,0.020802788
2,0.10655738,0.93531485,0.00090470491,1.7957205e-06,0.020815816
2,0.12295082,0.93474988,0.00091612446,1.8049786e-06,0.020831311
2,0.13934426,0.93410283,0.00092938006,1.8156038e-06,0.020849418
2,0.1557377,0.93337315,0.00094455855,1.8276162e-06,0.020870312
2,0.17213115,0.93256021,0.00096176085,1.84104e-06,0.020894195
2,0.18852459,0.9316633,0.00098110331,1.8559043e-06,0.020921306
2,0.20491803,0.93068165,0.0010027191,1.8722432e-06,0.02095192
2,0.22131148,0.92961438,0.0010267602,1.8900976e-06,0.020986359
