scenario,time_min,mean_nmp,bottom_nmp,middle_nmp,top_nmp,bottom_stress_mpa,middle_stress_mpa,top_stress_mpa,max_stress_mpa,channel_g_j_m2,channel_risk
thin_slow,179.5,0.0066456367,0.0083240265,0.0070169906,0.0035750844,0.65376885,0.64541107,0.61688804,0.65376885,1.6491373,0.41228433
thin_slow,180,0.0065657143,0.0082239278,0.0069326016,0.0035320828,0.65220032,0.64382735,0.61528222,0.65220032,1.6410069,0.41025173
thin_slow,180.5,0.0064867532,0.0081250327,0.0068492275,0.0034895988,0.6506332,0.64224555,0.61367959,0.6506332,1.6329071,0.40822677
thin_slow,181,0.0064087418,0.0080273268,0.0067668563,0.0034476261,0.64906753,0.64066569,0.61208015,0.64906753,1.6248378,0.40620944
thin_slow,181.5,0.0063316688,0.0079307958,0.0066854759,0.0034061584,0.64750332,0.63908778,0.61048391,0.64750332,1.6167991,0.40419976
thin_slow,182,0.0062555228,0.0078354255,0.0066050744,0.0033651897,0.64594063,0.63751186,0.60889088,0.64594063,1.608791,0.40219774
thin_slow,182.5,0.0061802926,0.0077412021,0.0065256399,0.003324714,0.64437947,0.63593795,0.60730106,0.64437947,1.6008135,0.40020339
thin_slow,183,0.0061059673,0.0076481116,0.0064471609,0.0032847254,0.64281987,0.63436607,0.60571446,0.64281987,1.5928668,0.3982167
thin_slow,183.5,0.006032536,0.0075561405,0.0063696258,0.0032452179,0.64126186,0.63279625,0.60413107,0.64126186,1.5849508,0.39623769
thin_slow,184,0.0059599878,0.0074652754,0.0062930233,0.0032061859,0.63970547,0.6312285,0.60255092,0.63970547,1.5770654,0.39426636
thin_slow,184.5,0.0058883123,0.0073755029,0.0062173421,0.0031676234,0.63815074,0.62966284,0.600974,0.63815074,1.5692109,0.39230271
thin_slow,185,0.0058174988,0.0072868099,0.0061425713,0.003129525,0.63659768,0.62809931,0.59940032,0.63659768,1.561387,0.39034676
thin_slow,185.5,0.005747537,0.0071991834,0.0060686997,0.003091885,0.63504632,0.62653791,0.59782988,0.63504632,1.553594,0.38839849
thin_slow,186,0.0056784167,0.0071126105,0.0059957166,0.0030546978,0.63349669,0.62497867,0.59626269,0.63349669,1.5458317,0.38645792
thin_slow,186.5,0.0056101277,0.0070270788,0.0059236114,0.0030179581,0.63194882,0.62342161,0.59469875,0.63194882,1.5381002,0.38452504
thin_slow,187,0.00554266,0.0069425755,0.0058523734,0.0029816604,0.63040272,0.62186675,0.59313807,0.63040272,1.5303994,0.38259986
thin_slow,187.5,0.0054760038,0.0068590884,0.0057819922,0.0029457994,0.62885844,0.62031411,0.59158065,0.62885844,1.5227295,0.38068238
thin_slow,188,0.0054101493,0.0067766052,0.0057124575,0.0029103699,0.62731598,0.61876371,0.59002649,0.62731598,1.5150904,0.37877259
thin_slow,188.5,0.0053450868,0.0066951138,0.0056437591,0.0028753666,0.62577538,0.61721556,0.58847559,0.62577538,1.507482,0.37687049
thin_slow,189,0.0052808068,0.0066146024,0.005575887,0.0028407844,0.62423666,0.61566968,0.58692797,0.62423666,1.4999044,0.3749761
thin_slow,189.5,0.0052172999,0.0065350591,0.0055088312,0.0028066183,0.62269984,0.6141261,0.58538362,0.62269984,1.4923576,0.37308939
thin_slow,190,0.0051545568,0.0064564724,0.0054425818,0.0027728632,0.62116494,0.61258483,0.58384255,0.62116494,1.4848415,0.37121037
thin_slow,190.5,0.0050925684,0.0063788306,0.0053771293,0.0027395142,0.619632,0.61104588,0.58230476,0.619632,1.4773562,0.36933904
thin_slow,191,0.0050313254,0.0063021225,0.005312464,0.0027065664,0.61810102,0.60950928,0.58077025,0.61810102,1.4699016,0.36747539
thin_slow,191.5,0.004970819,0.0062263368,0.0052485764,0.002674015,0.61657204,0.60797504,0.57923902,0.61657204,1.4624777,0.36561943
thin_slow,192,0.0049110403,0.0061514624,0.0051854571,0.0026418551,0.61504507,0.60644317,0.57771109,0.61504507,1.4550845,0.36377113
thin_slow,192.5,0.0048519806,0.0060774884,0.005123097,0.0026100821,0.61352013,0.6049137,0.57618645,0.61352013,1.447722,0.3619305
thin_slow,193,0.0047936311,0.006004404,0.0050614869,0.0025786914,0.61199725,0.60338663,0.5746651,0.61199725,1.4403902,0.36009754
thin_slow,193.5,0.0047359834,0.0059321984,0.0050006178,0.0025476783,0.61047645,0.60186199,0.57314704,0.61047645,1.4330889,0.35827224
thin_slow,194,0.004679029,0.005860861,0.0049404808,0.0025170382,0.60895774,0.60033979,0.57163228,0.60895774,1.4258183,0.35645458
thin_slow,194.5,0.0046227596,0.0057903816,0.004881067,0.0024867667,0.60744115,0.59882004,0.57012082,0.60744115,1.4185783,0.35464457
thin_slow,195,0.0045671669,0.0057207496,0.0048223677,0.0024568594,0.60592669,0.59730276,0.56861266,0.60592669,1.4113688,0.35284219
thin_slow,195.5,0.0045122428,0.005651955,0.0047643744,0.0024273118,0.60441439,0.59578796,0.5671078,0.60441439,1.4041898,0.35104745
thin_slow,196,0.0044579793,0.0055839876,0.0047070786,0.0023981196,0.60290425,0.59427565,0.56560625,0.60290425,1.3970413,0.34926032
thin_slow,196.5,0.0044043683,0.0055168376,0.0046504719,0.0023692786,0.60139631,0.59276586,0.564108,0.60139631,1.3899232,0.3474808
thin_slow,197,0.0043514021,0.005450495,0.0045945459,0.0023407845,0.59989058,0.59125858,0.56261306,0.59989058,1.3828355,0.34570888
thin_slow,197.5,0.0042990729,0.0053849503,0.0045392926,0.0023126332,0.59838707,0.58975385,0.56112142,0.59838707,1.3757782,0.34394456
thin_slow,198,0.0042473731,0.0053201937,0.0044847037,0.0022848205,0.59688581,0.58825166,0.5596331,0.59688581,1.3687513,0.34218781
thin_slow,198.5,0.004196295,0.0052562159,0.0044307714,0.0022573423,0.5953868,0.58675203,0.55814808,0.5953868,1.3617546,0.34043864
thin_slow,199,0.0041458312,0.0051930073,0.0043774876,0.0022301946,0.59389007,0.58525497,0.55666637,0.59389007,1.3547881,0.33869703
thin_slow,199.5,0.0040959742,0.0051305589,0.0043248447,0.0022033735,0.59239564,0.5837605,0.55518797,0.59239564,1.3478519,0.33696297
thin_slow,200,0.0040467169,0.0050688615,0.0042728349,0.002176875,0.59090351,0.58226862,0.55371288,0.59090351,1.3409458,0.33523644
thin_slow,200.5,0.003998052,0.0050079059,0.0042214506,0.0021506953,0.58941371,0.58077936,0.5522411,0.58941371,1.3340698,0.33351744
thin_slow,201,0.0039499723,0.0049476834,0.0041706843,0.0021248304,0.58792625,0.57929271,0.55077264,0.58792625,1.3272238,0.33180595
thin_slow,201.5,0.0039024708,0.0048881851,0.0041205285,0.0020992766,0.58644114,0.57780869,0.54930748,0.58644114,1.3204079,0.33010197
thin_slow,202,0.0038555406,0.0048294023,0.0040709759,0.0020740302,0.5849584,0.57632731,0.54784563,0.5849584,1.3136219,0.32840547
thin_slow,202.5,0.0038091748,0.0047713263,0.0040220192,0.0020490875,0.58347804,0.57484858,0.5463871,0.58347804,1.3068658,0.32671644
thin_slow,203,0.0037633666,0.0047139487,0.0039736513,0.0020244447,0.58200009,0.57337251,0.54493188,0.58200009,1.3001395,0.32503488
thin_slow,203.5,0.0037181093,0.0046572611,0.0039258651,0.0020000984,0.58052454,0.57189912,0.54347997,0.58052454,1.293443,0.32336076
thin_slow,204,0.0036733963,0.0046012552,0.0038786535,0.0019760448,0.57905142,0.5704284,0.54203136,0.57905142,1.2867763,0.32169407
thin_slow,204.5,0.003629221,0.0045459228,0.0038320098,0.0019522806,0.57758074,0.56896037,0.54058607,0.57758074,1.2801392,0.3200348
thin_slow,205,0.003585577,0.0044912558,0.003785927,0.0019288022,0.57611251,0.56749504,0.53914409,0.57611251,1.2735317,0.31838293
thin_slow,205.5,0.0035424578,0.0044372461,0.0037403984,0.0019056062,0.57464674,0.56603243,0.53770541,0.57464674,1.2669538,0.31673845
thin_slow,206,0.0034998572,0.004383886,0.0036954173,0.0018826892,0.57318345,0.56457252,0.53627004,0.57318345,1.2604054,0.31510135
thin_slow,206.5,0.0034577689,0.0043311675,0.0036509772,0.0018600478,0.57172265,0.56311535,0.53483798,0.57172265,1.2538864,0.31347159
thin_slow,207,0.0034161867,0.004279083,0.0036070715,0.0018376788,0.57026435,0.5616609,0.53340922,0.57026435,1.2473967,0.31184918
thin_slow,207.5,0.0033751047,0.0042276248,0.0035636938,0.0018155788,0.56880856,0.5602092,0.53198376,0.56880856,1.2409364,0.31023409
thin_slow,208,0.0033345166,0.0041767854,0.0035208378,0.0017937445,0.5673553,0.55876025,0.53056161,0.5673553,1.2345052,0.30862631
thin_slow,208.5,0.0032944167,0.0041265574,0.0034784972,0.0017721729,0.56590457,0.55731405,0.52914276,0.56590457,1.2281033,0.30702582
thin_slow,209,0.0032547991,0.0040769334,0.0034366658,0.0017508607,0.56445639,0.55587062,0.52772721,0.56445639,1.2217304,0.3054326
thin_slow,209.5,0.0032156578,0.0040279061,0.0033953375,0.0017298049,0.56301076,0.55442997,0.52631496,0.56301076,1.2153866,0.30384664
thin_slow,210,0.0031769873,0.0039794685,0.0033545061,0.0017090023,0.5615677,0.55299209,0.524906,0.5615677,1.2090717,0.30226792
thin_slow,210.5,0.0031387819,0.0039316133,0.0033141658,0.0016884499,0.56012722,0.551557,0.52350034,0.56012722,1.2027857,0.30069642
thin_slow,211,0.0031010359,0.0038843335,0.0032743107,0.0016681446,0.55868932,0.5501247,0.52209798,0.55868932,1.1965285,0.29913212
thin_slow,211.5,0.0030637438,0.0038376224,0.0032349348,0.0016480836,0.55725402,0.5486952,0.5206989,0.55725402,1.1903,0.29757501
thin_slow,212,0.0030269002,0.0037914729,0.0031960325,0.0016282638,0.55582133,0.5472685,0.51930311,0.55582133,1.1841002,0.29602506
thin_slow,212.5,0.0029904997,0.0037458785,0.003157598,0.0016086825,0.55439126,0.54584462,0.51791062,0.55439126,1.177929,0.29448226
thin_slow,213,0.0029545369,0.0037008323,0.0031196257,0.0015893366,0.55296381,0.54442356,0.5165214,0.55296381,1.1717863,0.29294659
thin_slow,213.5,0.0029190066,0.0036563278,0.0030821101,0.0015702234,0.55153899,0.54300532,0.51513547,0.55153899,1.1656721,0.29141803
thin_slow,214,0.0028839036,0.0036123585,0.0030450456,0.00155134,0.55011681,0.54158991,0.51375283,0.55011681,1.1595862,0.28989656
thin_slow,214.5,0.0028492228,0.0035689179,0.0030084269,0.0015326838,0.54869729,0.54017733,0.51237346,0.54869729,1.1535286,0.28838216
thin_slow,215,0.002814959,0.0035259998,0.0029722485,0.0015142519,0.54728042,0.53876759,0.51099736,0.54728042,1.1474992,0.28687481
thin_slow,215.5,0.0027811073,0.0034835977,0.0029365053,0.0014960417,0.54586622,0.5373607,0.50962454,0.54586622,1.141498,0.2853745
thin_slow,216,0.0027476626,0.0034417056,0.0029011918,0.0014780505,0.5444547,0.53595666,0.50825499,0.5444547,1.1355248,0.2838812
thin_slow,216.5,0.0027146202,0.0034003172,0.0028663031,0.0014602757,0.54304585,0.53455547,0.50688871,0.54304585,1.1295795,0.28239489
thin_slow,217,0.0026819751,0.0033594266,0.0028318339,0.0014427147,0.5416397,0.53315715,0.5055257,0.5416397,1.1236622,0.28091555
thin_slow,217.5,0.0026497226,0.0033190276,0.0027977792,0.0014253648,0.54023624,0.53176168,0.50416595,0.54023624,1.1177727,0.27944316
thin_slow,218,0.002617858,0.0032791145,0.0027641341,0.0014082236,0.53883549,0.53036908,0.50280946,0.53883549,1.1119108,0.27797771
thin_slow,218.5,0.0025863766,0.0032396814,0.0027308936,0.0013912886,0.53743744,0.52897936,0.50145623,0.53743744,1.1060767,0.27651917
thin_slow,219,0.0025552737,0.0032007225,0.0026980528,0.0013745572,0.53604212,0.52759251,0.50010625,0.53604212,1.1002701,0.27506752
thin_slow,219.5,0.0025245449,0.003162232,0.002665607,0.001358027,0.53464951,0.52620854,0.49875952,0.53464951,1.0944909,0.27362273
thin_slow,220,0.0024941857,0.0031242045,0.0026335513,0.0013416957,0.53325964,0.52482745,0.49741604,0.53325964,1.0887392,0.2721848
thin_slow,220.5,0.0024641915,0.0030866342,0.0026018812,0.0013255607,0.5318725,0.52344925,0.49607581,0.5318725,1.0830148,0.27075369
thin_slow,221,0.002434558,0.0030495157,0.0025705919,0.0013096198,0.5304881,0.52207395,0.49473882,0.5304881,1.0773175,0.26932939
thin_slow,221.5,0.0024052809,0.0030128436,0.0025396789,0.0012938706,0.52910645,0.52070153,0.49340507,0.52910645,1.0716475,0.26791187
thin_slow,222,0.0023763559,0.0029766125,0.0025091376,0.0012783108,0.52772756,0.51933201,0.49207455,0.52772756,1.0660044,0.26650111
thin_slow,222.5,0.0023477787,0.0029408171,0.0024789636,0.0012629381,0.52635142,0.51796539,0.49074726,0.52635142,1.0603884,0.2650971
thin_slow,223,0.0023195452,0.0029054522,0.0024491525,0.0012477504,0.52497804,0.51660167,0.48942321,0.52497804,1.0547992,0.2636998
thin_slow,223.5,0.0022916513,0.0028705125,0.0024196999,0.0012327452,0.52360743,0.51524086,0.48810238,0.52360743,1.0492368,0.2623092
thin_slow,224,0.0022640927,0.002835993,0.0023906015,0.0012179205,0.5222396,0.51388295,0.48678477,0.5222396,1.0437011,0.26092528
thin_slow,224.5,0.0022368656,0.0028018886,0.002361853,0.0012032741,0.52087454,0.51252795,0.48547037,0.52087454,1.0381921,0.25954801
thin_slow,225,0.0022099659,0.0027681944,0.0023334502,0.0011888039,0.51951226,0.51117586,0.4841592,0.51951226,1.0327095,0.25817738
thin_slow,225.5,0.0021833897,0.0027349053,0.002305389,0.0011745076,0.51815277,0.50982669,0.48285123,0.51815277,1.0272534,0.25681335
thin_slow,226,0.0021571331,0.0027020165,0.0022776653,0.0011603833,0.51679607,0.50848044,0.48154647,0.51679607,1.0218236,0.25545591
thin_slow,226.5,0.0021311922,0.0026695233,0.0022502749,0.0011464289,0.51544217,0.5071371,0.48024491,0.51544217,1.0164201,0.25410503
thin_slow,227,0.0021055633,0.0026374208,0.002223214,0.0011326422,0.51409106,0.50579668,0.47894655,0.51409106,1.0110428,0.2527607
thin_slow,227.5,0.0020802426,0.0026057043,0.0021964785,0.0011190214,0.51274276,0.50445918,0.47765139,0.51274276,1.0056915,0.25142288
thin_slow,228,0.0020552264,0.0025743693,0.0021700645,0.0011055644,0.51139726,0.5031246,0.47635942,0.51139726,1.0003663,0.25009156
thin_slow,228.5,0.0020305111,0.0025434111,0.0021439681,0.0010922692,0.51005457,0.50179295,0.47507063,0.51005457,0.99506688,0.24876672
thin_slow,229,0.0020060929,0.0025128251,0.0021181856,0.0010791339,0.5087147,0.50046422,0.47378503,0.5087147,0.98979331,0.24744833
thin_slow,229.5,0.0019819685,0.002482607,0.0020927131,0.0010661565,0.50737764,0.49913842,0.4725026,0.50737764,0.98454545,0.24613636
thin_slow,230,0.0019581341,0.0024527523,0.0020675469,0.0010533352,0.50604339,0.49781554,0.47122335,0.50604339,0.97932322,0.2448308
thin_slow,230.5,0.0019345863,0.0024232565,0.0020426834,0.0010406682,0.50471197,0.4964956,0.46994728,0.50471197,0.97412651,0.24353163
thin_slow,231,0.0019113218,0.0023941155,0.0020181189,0.0010281534,0.50338338,0.49517858,0.46867436,0.50338338,0.96895525,0.24223881
thin_slow,231.5,0.001888337,0.002365325,0.0019938498,0.0010157892,0.50205761,0.49386449,0.46740461,0.50205761,0.96380934,0.24095233
thin_slow,232,0.0018656286,0.0023368806,0.0019698725,0.0010035736,0.50073467,0.49255333,0.46613802,0.50073467,0.95868867,0.23967217
thin_slow,232.5,0.0018431932,0.0023087783,0.0019461836,0.00099150494,0.49941456,0.4912451,0.46487458,0.49941456,0.95359317,0.23839829
thin_slow,233,0.0018210277,0.0022810139,0.0019227796,0.00097958142,0.49809728,0.4899398,0.46361429,0.49809728,0.94852275,0.23713069
thin_slow,233.5,0.0017991288,0.0022535835,0.001899657,0.0009678013,0.49678285,0.48863744,0.46235714,0.49678285,0.94347729,0.23586932
thin_slow,234,0.0017774932,0.0022264829,0.0018768125,0.00095616284,0.49547125,0.487338,0.46110314,0.49547125,0.93845672,0.23461418
thin_slow,234.5,0.0017561178,0.0021997082,0.0018542426,0.00094466434,0.49416249,0.4860415,0.45985226,0.49416249,0.93346094,0.23336524
thin_slow,235,0.0017349994,0.0021732554,0.0018319443,0.00093330413,0.49285657,0.48474793,0.45860452,0.49285657,0.92848986,0.23212247
thin_slow,235.5,0.001714135,0.0021471208,0.001809914,0.00092208053,0.49155349,0.48345728,0.45735991,0.49155349,0.92354338,0.23088585
thin_slow,236,0.0016935215,0.0021213005,0.0017881487,0.0009109919,0.49025326,0.48216957,0.45611842,0.49025326,0.91862142,0.22965535
thin_slow,236.5,0.0016731559,0.0020957906,0.0017666452,0.00090003662,0.48895587,0.48088479,0.45488004,0.48895587,0.91372387,0.22843097
thin_slow,237,0.0016530352,0.0020705876,0.0017454002,0.0008892131,0.48766133,0.47960294,0.45364478,0.48766133,0.90885064,0.22721266
thin_slow,237.5,0.0016331564,0.0020456876,0.0017244107,0.00087851973,0.48636964,0.47832402,0.45241262,0.48636964,0.90400164,0.22600041
thin_slow,238,0.0016135168,0.002021087,0.0017036736,0.00086795496,0.4850808,0.47704803,0.45118357,0.4850808,0.89917678,0.22479419
thin_slow,238.5,0.0015941133,0.0019967823,0.001683186,0.00085751724,0.48379481,0.47577497,0.44995761,0.48379481,0.89437596,0.22359399
thin_slow,239,0.0015749431,0.0019727699,0.0016629446,0.00084720504,0.48251167,0.47450483,0.44873475,0.48251167,0.88959908,0.22239977
thin_slow,239.5,0.0015560035,0.0019490462,0.0016429467,0.00083701685,0.48123138,0.47323762,0.44751497,0.48123138,0.88484606,0.22121152
thin_slow,240,0.0015372916,0.0019256078,0.0016231893,0.00082695119,0.47995395,0.47197334,0.44629828,0.47995395,0.8801168,0.2200292
thick_slow,0,1,1,1,1,0,0,0,0,0,0
thick_slow,0.5,0.98905623,0.99909659,0.99381615,0.96004422,4.3919041e-08,3.2606454e-07,1.3831771e-06,1.3831771e-06,4.9282653e-09,1.2320663e-09
thick_slow,1,0.97836455,0.99388673,0.98350765,0.94281649,2.3216231e-07,4.9272073e-07,1.0835999e-06,1.0835999e-06,4.4809417e-09,1.1202354e-09
thick_slow,1.5,0.96784091,0.98581922,0.97313479,0.92931896,3.9327693e-07,5.7320701e-07,9.8870617e-07,9.8870617e-07,4.8192942e-09,1.2048235e-09
thick_slow,2,0.95745889,0.97662144,0.96286718,0.91733309,5.0038965e-07,6.305194e-07,9.7501944e-07,9.7501944e-07,5.3979427e-09,1.3494857e-09
thick_slow,2.5,0.94720711,0.96703234,0.95271505,0.90603775,5.7292666e-07,6.7651371e-07,1.0030058e-06,1.0030058e-06,6.0193415e-09,1.5048354e-09
thick_slow,3,0.93708006,0.95735071,0.94268153,0.8950991,6.258306e-07,7.1633081e-07,1.0581593e-06,1.0581593e-06,6.6384547e-09,1.6596137e-09
thick_slow,3.5,0.92707469,0.94769901,0.93276753,0.88437762,6.678506e-07,7.5323709e-07,1.138374e-06,1.138374e-06,7.261919e-09,1.8154798e-09
thick_slow,4,0.91718896,0.9381281,0.92297284,0.87381346,7.0412166e-07,7.8982443e-07,1.2487195e-06,1.2487195e-06,7.9162567e-09,1.9790642e-09
thick_slow,4.5,0.90742127,0.9286591,0.91329666,0.8633801,7.3797781e-07,8.2855338e-07,1.3997548e-06,1.3997548e-06,8.640452e-09,2.160113e-09
thick_slow,5,0.89777024,0.91930056,0.90373798,0.85306517,7.719671e-07,8.7209141e-07,1.6077572e-06,1.6077572e-06,9.4867774e-09,2.3716943e-09
thick_slow,5.5,0.88823458,0.91005562,0.89429568,0.84286248,8.0841742e-07,9.2358817e-07,1.8962109e-06,1.8962109e-06,1.0525404e-08,2.631351e-09
thick_slow,6,0.87881304,0.90092501,0.88496859,0.83276856,8.4978683e-07,9.8695321e-07,2.2984616e-06,2.2984616e-06,1.1852108e-08,2.9630271e-09
thick_slow,6.5,0.86950442,0.89190842,0.87575554,0.82278119,8.9892508e-07,1.0671768e-06,2.861796e-06,2.861796e-06,1.3599899e-08,3.3999747e-09
thick_slow,7,0.86030752,0.88300504,0.86665535,0.8128987,9.5931518e-07,1.170728e-06,3.653538e-06,3.653538e-06,1.5956497e-08,3.9891242e-09
thick_slow,7.5,0.85122118,0.87421385,0.85766687,0.80311972,1.0353359e-06,1.3060673e-06,4.7701546e-06,4.7701546e-06,1.9191046e-08,4.7977616e-09
thick_slow,8,0.84224424,0.86553375,0.84878893,0.79344302,1.1325753e-06,1.4843204e-06,6.3509914e-06,6.3509914e-06,2.3695783e-08,5.9239457e-09
thick_slow,8.5,0.83337555,0.85696358,0.84002039,0.78386743,1.2582247e-06,1.7201744e-06,8.5992353e-06,8.5992353e-06,3.0052476e-08,7.5131189e-09
thick_slow,9,0.82461399,0.84850217,0.83136011,0.77439183,1.4215843e-06,2.033083e-06,1.1814317e-05,1.1814317e-05,3.9140833e-08,9.7852083e-09
thick_slow,9.5,0.81595843,0.84014835,0.82280698,0.76501516,1.634724e-06,2.4489011e-06,1.6442624e-05,1.6442624e-05,5.2319583e-08,1.3079896e-08
thick_slow,10,0.80740778,0.83190094,0.81435986,0.75573634,1.9133537e-06,3.0021202e-06,2.3157807e-05,2.3157807e-05,7.1736399e-08,1.79341e-08
thick_slow,10.5,0.79896093,0.82375878,0.80601767,0.74655436,2.2779804e-06,3.7389527e-06,3.2989249e-05,3.2989249e-05,1.0087168e-07,2.5217921e-08
thick_slow,11,0.7906168,0.81572073,0.79777931,0.73746818,2.7554582e-06,4.721623e-06,4.7529315e-05,4.7529315e-05,1.4551694e-07,3.6379235e-08
thick_slow,11.5,0.78237431,0.80778562,0.7896437,0.72847683,3.3810806e-06,6.0343882e-06,6.9269411e-05,6.9269411e-05,2.1557922e-07,5.3894805e-08
thick_slow,12,0.77423242,0.79995231,0.78160975,0.71957931,4.2014259e-06,7.7920551e-06,0.00010214544,0.00010214544,3.2848901e-07,8.2122251e-08
thick_slow,12.5,0.76619007,0.79221969,0.77367641,0.71077467,5.2782556e-06,1.0152123e-05,0.00015241856,0.00015241856,5.1577555e-07,1.2894389e-07
thick_slow,13,0.75824622,0.78458661,0.76584263,0.70206197,6.6938933e-06,1.3332223e-05,0.00023007776,0.00023007776,8.3597697e-07,2.0899424e-07
thick_slow,13.5,0.75039983,0.77705198,0.75810735,0.69344028,8.5586968e-06,1.7635326e-05,0.00035101609,0.00035101609,1.4002777e-06,3.5006943e-07
thick_slow,14,0.7426499,0.76961467,0.75046955,0.6849087,1.1021505e-05,2.348639e-05,0.00054026397,0.00054026397,2.4235534e-06,6.0588834e-07
thick_slow,14.5,0.73499542,0.76227359,0.74292819,0.67646633,1.4284328e-05,3.1485868e-05,0.00083647501,0.00083647501,4.32507e-06,1.0812675e-06
thick_slow,15,0.72743538,0.75502764,0.73548225,0.66811232,1.8623103e-05,4.248805e-05,0.001297514,0.001297514,7.9223766e-06,1.9805941e-06
thick_slow,15.5,0.71996879,0.74787575,0.72813073,0.6598458,2.4417152e-05,5.7715856e-05,0.0020062693,0.0020062693,1.478917e-05,3.6972924e-06
thick_slow,16,0.71259469,0.74081683,0.72087261,0.65166594,3.2191096e-05,7.89287e-05,0.0030747792,0.0030747792,2.7875684e-05,6.9689209e-06
thick_slow,16.5,0.70531209,0.73384981,0.71370691,0.64357192,4.2674601e-05,0.00010866661,0.0046439327,0.0046439327,5.2497202e-05,1.3124301e-05
thick_slow,17,0.69812004,0.72697364,0.70663264,0.63556295,5.6887478e-05,0.00015060176,0.0068762464,0.0068762464,9.7749861e-05,2.4437465e-05
thick_slow,17.5,0.69101758,0.72018725,0.69964881,0.62763823,7.62606e-05,0.00021003639,0.0099411291,0.0099411291,0.00017829137,4.4572842e-05
thick_slow,18,0.68400378,0.7134896,0.69275446,0.619797,0.00010280668,0.00029459174,0.01399506,0.01399506,0.00031625285,7.9063212e-05
thick_slow,18.5,0.67707769,0.70687964,0.68594861,0.61203851,0.00013935916,0.00041512835,0.019161526,0.019161526,0.00054290884,0.00013572721
thick_slow,19,0.67023839,0.70035635,0.67923031,0.60436204,0.00018990156,0.00058691684,0.025515837,0.025515837,0.0008997169,0.00022492922
thick_slow,19.5,0.66348496,0.69391868,0.6725986,0.59676686,0.00026001197,0.00083102572,0.033078032,0.033078032,0.0014384726,0.00035961814
thick_slow,20,0.6568165,0.68756563,0.66605253,0.58925228,0.00035744555,0.0011758016,0.041814261,0.041814261,0.002220548,0.00055513701
thick_slow,20.5,0.65023209,0.68129617,0.65959117,0.58181762,0.0004928673,0.0016581917,0.051644787,0.051644787,0.0033153914,0.00082884784
thick_slow,21,0.64373085,0.6751093,0.65321358,0.57446221,0.00068072292,0.0023245284,0.062455803,0.062455803,0.0047985857,0.0011996464
thick_slow,21.5,0.63731189,0.66900401,0.64691884,0.56718541,0.00094019252,0.0032303282,0.074112327,0.074112327,0.0067497858,0.0016874464
thick_slow,22,0.63097432,0.66297931,0.64070601,0.55998659,0.001296111,0.0044387168,0.086470167,0.086470167,0.0092507909,0.0023126977
thick_slow,22.5,0.62471727,0.65703422,0.63457418,0.55286512,0.0017796697,0.0060173317,0.09938577,0.09938577,0.012383912,0.0030959779
thick_slow,23,0.61853987,0.65116774,0.62852244,0.54582042,0.0024286588,0.0080339195,0.11272349,0.11272349,0.016230683,0.0040576707
thick_slow,23.5,0.61244128,0.64537891,0.62254988,0.5388519,0.0032870062,0.010551222,0.12636035,0.12636035,0.020870878,0.0052177196
thick_slow,24,0.60642062,0.63966674,0.61665559,0.53195899,0.0044034357,0.013621974,0.14018856,0.14018856,0.026381716,0.006595429
thick_slow,24.5,0.60047706,0.63403029,0.61083869,0.52514114,0.0058292247,0.017284816,0.15411642,0.15411642,0.032837114,0.0082092786
thick_slow,25,0.59460975,0.62846858,0.60509828,0.51839781,0.0076152373,0.021561707,0.16806789,0.16806789,0.040306868,0.010076717
thick_slow,25.5,0.58881786,0.62298067,0.59943346,0.51172849,0.0098085979,0.026457041,0.18198145,0.18198145,0.048855671,0.012213918
thick_slow,26,0.58310056,0.61756562,0.59384337,0.50513265,0.012449469,0.031958363,0.19580849,0.19580849,0.058541972,0.014635493
thick_slow,26.5,0.57745702,0.61222249,0.58832711,0.49860981,0.015568381,0.038038337,0.20951152,0.20951152,0.069416751,0.017354188
thick_slow,27,0.57188643,0.60695034,0.58288382,0.49215949,0.019184441,0.044657498,0.22306242,0.22306242,0.081522332,0.020380583
thick_slow,27.5,0.56638797,0.60174825,0.57751262,0.48578122,0.023304562,0.05176737,0.23644073,0.23644073,0.094891376,0.023722844
thick_slow,28,0.56096084,0.59661529,0.57221265,0.47947456,0.027923676,0.059313574,0.24963218,0.24963218,0.10954619,0.027386548
thick_slow,28.5,0.55560423,0.59155056,0.56698304,0.47323904,0.033025765,0.067238675,0.26262738,0.26262738,0.12549841,0.031374602
thick_slow,29,0.55031734,0.58655315,0.56182295,0.46707426,0.038585462,0.075484614,0.27542073,0.27542073,0.14274908,0.035687269
thick_slow,29.5,0.54509939,0.58162216,0.55673151,0.46097979,0.044569983,0.083994653,0.28800952,0.28800952,0.16128914,0.040322284
thick_slow,30,0.53994958,0.5767567,0.55170788,0.45495522,0.050941145,0.09271484,0.3003932,0.3003932,0.18110017,0.045275043
thick_slow,30.5,0.53486713,0.57195587,0.54675121,0.44900016,0.057657318,0.10159502,0.31257278,0.31257278,0.20215542,0.050538856
thick_slow,31,0.52985126,0.5672188,0.54186066,0.44311423,0.064675175,0.11058945,0.32455035,0.32455035,0.22442091,0.056105229
thick_slow,31.5,0.52490119,0.56254461,0.53703539,0.43729704,0.071951185,0.11965714,0.33632876,0.33632876,0.24785664,0.061964159
thick_slow,32,0.52001615,0.55793244,0.53227457,0.43154824,0.079442814,0.12876184,0.34791131,0.34791131,0.27241774,0.068104434
